date,ticker,rank,momentum_score,themes,forward_return,verdict,confidence,reasoning,llm_cost,llm_latency_sec
2023-07-13,CAMT,4,0.9084416797536041,"quantum,semis",0.07822048398924486,accept,0.95,"Camtek is an established semiconductor equipment company with a clear business model, sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,5.7833879590034485
2023-07-13,RXRX,5,0.8929049047978657,ai,0.30000000000000004,accept,0.9,"RXRX represents a well-established, actively traded biotech company with a clear business model and sufficient public data for deep LLM analysis.",3.75e-05,3.957803042139858
2023-07-14,CAMT,1,0.9775195152760612,"quantum,semis",0.016419981498612346,accept,0.95,"Camtek (CAMT) is an established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context, making it suitable for deep LLM analysis.",3.75e-05,5.448891374981031
2023-07-14,AEHR,2,0.9319795333666809,quantum,-0.06287138202031817,accept,0.9,"AEHR has a coherent business model in the semiconductor industry, a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.4354316662065685
2023-07-14,HUT,3,0.8431022060346438,ai,-0.09399477806788492,accept,0.9,"HUT has a coherent, well-known business model as a Bitcoin miner, sufficient market capitalization and liquidity, and ample fundamental context for LLM analysis.",3.75e-05,5.570154208922759
2023-07-14,IONQ,4,0.8262548821012125,quantum,-0.03422818791946303,accept,0.9,"IONQ represents a well-known, actively traded company with a sensible market cap and sufficient fundamental context for LLM analysis, despite its origin as a SPAC.",3.75e-05,3.500853084027767
2023-07-14,RIOT,5,0.8151796079327144,ai,-0.05681818181818188,accept,0.9,"RIOT has a well-known business model, sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,4.464143665973097
2023-07-17,CAMT,1,0.9822141580154882,"quantum,semis",-0.003847894975101851,accept,0.9,"Camtek is an established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context suitable for LLM analysis.",3.75e-05,4.296557541005313
2023-07-17,AEHR,2,0.9653218969510253,quantum,0.025904686573066993,accept,0.9,"AEHR has a coherent business model in semiconductor test equipment, a suitable market capitalization, and sufficient trading activity and fundamental context for deep LLM analysis.",3.75e-05,4.541360167087987
2023-07-17,UPST,3,0.9353609427033562,ai,0.16756255792400365,accept,0.9,"Upstart has a well-known AI lending business model, sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,5.503669708967209
2023-07-17,RXRX,4,0.9333333333333333,ai,0.0755685986793837,accept,0.9,"RXRX represents a coherent AI-driven biotech business with a suitable market capitalization, active trading, and sufficient fundamental context for deep LLM analysis.",3.75e-05,3.8673504169564694
2023-07-17,HUT,5,0.7948232212682349,ai,-0.09210526315789469,accept,0.9,"Hut 8 Mining Corp is an established, publicly traded company with a clear business model, sufficient market capitalization, and available fundamental data for LLM analysis.",3.75e-05,4.477842791005969
2023-07-18,RKLB,1,1.0,ai,-0.09962168978562425,accept,0.9,"Rocket Lab has a well-established business model, sufficient market capitalization and liquidity, and ample fundamental context for deep LLM analysis.",3.75e-05,4.3777975828852504
2023-07-18,CAMT,2,0.9753846991847481,"quantum,semis",0.028252449305080862,accept,0.9,"Camtek is a well-established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context, making it tractable for deep LLM analysis.",3.75e-05,2.957492583896965
2023-07-18,RXRX,3,0.8883521370201386,ai,-0.14060529634300123,accept,0.9,"Recursion Pharmaceuticals (RXRX) has a coherent AI-driven biotech business model, a suitable market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.6688213339075446
2023-07-18,IMVT,4,0.856067172530774,biotech,-0.07167530224525043,accept,0.9,"Immunovant is an established clinical-stage biotech with a sensible market capitalization and active trading, providing sufficient context for LLM analysis.",3.75e-05,3.5000457500573248
2023-07-18,UPST,5,0.8379377548303902,ai,0.09863013698630141,reject,0.9,"Upstart is heavily shorted with a contentious business model thesis, making it better deferred for this pipeline's deep LLM analysis.",3.75e-05,5.542181625030935
2023-07-19,UPST,1,1.0,ai,0.06409099115363781,accept,0.9,"Upstart has a well-known AI lending business model, sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,6.29544366709888
2023-07-19,RKLB,2,1.0,ai,-0.13828425096030716,accept,0.95,"Rocket Lab (RKLB) has a well-established business model in the space industry, a sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,3.4310025421436876
2023-07-19,RXRX,3,0.9333333333333333,ai,-0.12829169480081026,accept,0.9,"Recursion Pharmaceuticals has a coherent AI-driven drug discovery business model, a sensible market capitalization, and sufficient trading history and fundamental context for LLM analysis.",3.75e-05,5.564075333997607
2023-07-19,IREN,4,0.8587217076921262,ai,-0.07121661721068251,accept,0.9,"Iris Energy (IREN) has a coherent business model as a Bitcoin miner, operates at a sensible market cap, is actively traded, and has available fundamental context for LLM analysis.",3.75e-05,5.806688416050747
2023-07-19,CAMT,5,0.822610967408153,"quantum,semis",0.0994263862332696,accept,0.95,"Camtek Ltd. (CAMT) is a well-established semiconductor equipment company with a sensible market capitalization and active trading, providing ample fundamental context for LLM analysis.",3.75e-05,7.374114624923095
2023-07-20,UPST,1,0.8942961480348274,ai,0.20324903082887213,reject,0.9,"Despite meeting most accept criteria, UPST is heavily shorted with a contentious thesis, which is explicitly listed as a reject-worthy characteristic for this pipeline.",3.75e-05,11.726690124953166
2023-07-20,RXRX,2,0.8816618465456563,ai,-0.1519069166127991,accept,0.9,"RXRX (Recursion Pharmaceuticals) is an active, mid-cap biotechnology company with a clear AI-driven business model and sufficient fundamental context for LLM analysis.",3.75e-05,2.93323070788756
2023-07-20,RKLB,3,0.856011448631734,ai,-0.053333333333333344,accept,0.95,"Rocket Lab (RKLB) has a well-established business model, sufficient market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,3.597409832989797
2023-07-20,CAMT,4,0.8542533886617368,"quantum,semis",0.07209249603264567,accept,0.9,"CAMT operates in the well-established semiconductor industry, indicating a coherent business model and likely sufficient trading activity and fundamental data for LLM analysis.",3.75e-05,4.864489583065733
2023-07-20,IREN,5,0.803829830111921,ai,-0.03550295857988173,accept,0.9,"Iris Energy (IREN) has a coherent business model as a Bitcoin miner, sufficient trading history, and available fundamental context, making it suitable for LLM analysis in a momentum pipeline.",3.75e-05,5.670566666172817
2023-07-21,CAMT,1,0.8788451020672853,"quantum,semis",0.08327645051194521,accept,0.95,"Camtek is an established semiconductor equipment company with a clear business model, suitable market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.277728083077818
2023-07-21,RXRX,2,0.8757845225538604,ai,-0.011204481792717047,accept,0.9,"Recursion Pharmaceuticals has a clear business model leveraging AI in drug discovery, a suitable market capitalization, and sufficient trading history and fundamental context for LLM analysis.",3.75e-05,3.9588642078451812
2023-07-21,RKLB,3,0.8626523497647416,ai,-0.0027063599458727605,accept,0.95,"Rocket Lab has a clear business model, sufficient market cap and liquidity, established trading history, and available fundamental context suitable for LLM analysis.",3.75e-05,4.022719291038811
2023-07-21,UPST,4,0.7901310710103915,ai,0.2805741983594332,accept,0.9,"Upstart has a well-defined AI lending business model, a suitable market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,4.146442374913022
2023-07-21,ALGM,5,0.7377615719147474,semis,0.0779030910609857,accept,0.9,"ALGM operates in the well-known semiconductor industry, shows active trading with a strong momentum score, and likely has sufficient public information for LLM analysis.",3.75e-05,5.544699292164296
2023-07-24,CAMT,1,0.8740094677292813,"quantum,semis",0.06907521017950469,accept,0.95,"CAMT is a well-established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context, making it suitable for deep LLM analysis.",3.75e-05,4.240565874846652
2023-07-24,APLD,2,0.794199418609431,ai,-0.095703125,accept,0.9,"The company operates in a well-known sector (AI data centers), has a sensible market capitalization, and likely possesses sufficient trading activity and fundamental context for LLM analysis.",3.75e-05,4.068657584022731
2023-07-24,RKLB,3,0.7833796771872511,ai,-0.047244094488189003,accept,0.9,"Rocket Lab has a well-defined business model, sufficient market capitalization and trading history, and ample fundamental context for LLM analysis.",3.75e-05,3.510706542059779
2023-07-24,RXRX,4,0.7782109785809812,ai,-0.057639836289222424,accept,0.9,"Recursion Pharmaceuticals has a clear AI-driven business model, a sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,4.8202533749863505
2023-07-24,UPST,5,0.7565376620341222,ai,0.14446737577393232,reject,0.9,"Upstart is heavily shorted with a contentious business thesis, making it better deferred for this pipeline's analysis.",3.75e-05,6.693676916882396
2023-07-25,UPST,1,1.0,ai,0.05969451371571077,accept,0.9,"Upstart has a well-known AI-driven business model, a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.179155042162165
2023-07-25,APLD,2,0.9068585899564177,ai,-0.16099999999999992,accept,0.9,"Applied Digital Corporation has a clear business model in AI/HPC data centers, suitable market capitalization, and active trading, making it tractable for LLM analysis.",3.75e-05,6.4275863748043776
2023-07-25,RKLB,3,0.8598639454606822,ai,-0.022408963585434094,accept,0.95,"RKLB has a well-known business model, sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,4.331134916981682
2023-07-25,CAMT,4,0.8582983104546619,"quantum,semis",0.012851761577664433,accept,0.9,"CAMT, as a semiconductor company with strong momentum metrics, likely possesses a coherent business model, sufficient liquidity, and available fundamental context for deep LLM analysis.",3.75e-05,6.062708457931876
2023-07-25,AEHR,5,0.8419983934940163,quantum,-0.02493668420027273,accept,0.9,"Aehr Test Systems has a coherent business model in semiconductor testing, a sensible market capitalization, and sufficient fundamental context for LLM analysis.",3.75e-05,4.324736750219017
2023-07-26,CAMT,1,0.9660911247841195,"quantum,semis",0.026086956521739202,accept,0.95,"Camtek is an established semiconductor equipment company with a clear business model, sufficient market capitalization, active trading, and available fundamental context suitable for deep LLM analysis.",3.75e-05,4.845759583171457
2023-07-26,RKLB,2,0.8578727517561313,ai,0.04457652303120363,accept,0.9,"RKLB has a coherent business model, sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.877963875187561
2023-07-26,APLD,3,0.8519233482017383,ai,-0.19658976930792382,accept,0.9,"AppLovin (APLD) is a well-established mobile app technology company with a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.483559582848102
2023-07-26,UPST,4,0.845797654760115,ai,0.15727858839497788,accept,0.9,"Upstart (UPST) has a well-known AI lending business model, a sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,4.065717207966372
2023-07-26,IONQ,5,0.7859780593234319,quantum,0.17772054088860267,accept,0.9,"IONQ represents a coherent, actively traded business in an emerging sector with sufficient market presence and data for LLM analysis.",3.75e-05,3.8462310840841383
2023-07-27,UPST,1,0.8276207403328095,ai,-0.0683491868671372,accept,0.9,"Upstart has a well-known AI-driven lending business model, a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,4.973806250141934
2023-07-27,ONTO,2,0.8206724004851942,"quantum,semis",-0.03061558611656834,accept,0.9,"ONTO is a well-established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context, making it highly tractable for deep LLM analysis.",3.75e-05,2.82879045791924
2023-07-27,AEIS,3,0.752222757174592,semis,-0.0681743149554308,accept,0.9,"AEIS is an established semiconductor equipment company with a coherent business model, sensible market capitalization, and sufficient trading activity and fundamental context for deep LLM analysis.",3.75e-05,3.6421389169991016
2023-07-27,IONQ,4,0.7409053540241048,quantum,-0.030117122141661956,accept,0.9,"IONQ is an actively traded, mid-cap company in a coherent, albeit emerging, high-tech sector with available fundamental data for LLM analysis.",3.75e-05,3.5331024168990552
2023-07-27,CAMT,5,0.7368442721958576,"quantum,semis",-0.007401141890463148,accept,0.95,"Camtek Ltd. is a well-established semiconductor equipment company with a sensible market capitalization and active trading, providing ample fundamental context for deep LLM analysis.",3.75e-05,4.073814250063151
2023-07-28,IONQ,1,0.8946602531679028,quantum,-0.19064935064935062,accept,0.9,"IONQ has an established, albeit emerging, business model in quantum computing, sufficient market capitalization and trading history, and available fundamental data for LLM analysis.",3.75e-05,4.1079623331315815
2023-07-28,AUPH,2,0.8534115645389057,biotech,-0.15803108808290156,accept,0.9,"AUPH is a well-established biotech company with a sensible market capitalization, active trading, and sufficient fundamental context for deep LLM analysis.",3.75e-05,3.4627232919447124
2023-07-28,CAMT,3,0.851267238872005,"quantum,semis",0.0004200798151650087,accept,0.9,"Camtek is an established semiconductor company with a sensible market cap, active trading, and ample fundamental context, making it suitable for deep LLM analysis.",3.75e-05,3.1356119168922305
2023-07-28,UPST,4,0.8243954122587981,ai,-0.24341243266851065,accept,0.9,"Upstart has a well-established AI-driven lending business model, sufficient market capitalization, active trading, and ample fundamental data for LLM analysis.",3.75e-05,3.4039162918925285
2023-07-28,ONTO,5,0.8164935392187156,"quantum,semis",-0.01962676962676957,accept,0.9,"Onto Innovation is a well-established semiconductor company with a clear business model, sufficient market capitalization, active trading, and readily available fundamental data, making it suitable for deep LLM analysis.",3.75e-05,3.2075898330658674
2023-07-31,ACHR,1,1.0,ai,-0.12824427480916034,accept,0.9,"Archer Aviation has a coherent business model in the eVTOL space, a sensible market capitalization, active trading, and sufficient fundamental context for LLM analysis.",3.75e-05,3.9435404168907553
2023-07-31,CAMT,2,0.9573791060140442,"quantum,semis",0.009139213602550544,accept,0.95,"Camtek Ltd. is a well-established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context for LLM analysis.",3.75e-05,5.711011040955782
2023-07-31,IONQ,3,0.8150550812476608,quantum,-0.22809667673716005,accept,0.9,"IONQ has an established, coherent business model in quantum computing, a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,4.325002042111009
2023-07-31,AEIS,4,0.8099991360156851,semis,-0.08728080615726419,accept,0.95,"AEIS is an established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context for LLM analysis.",3.75e-05,6.479286917019635
2023-07-31,UPST,5,0.7906368875675226,ai,-0.28214731585518105,accept,0.85,"Upstart has a well-known AI lending business model, sufficient market cap and liquidity, and ample fundamental context for deep LLM analysis, despite its contentious short thesis.",3.75e-05,4.684375667013228
2023-08-01,ACHR,1,0.8372341796190149,ai,-0.10140405616224657,accept,0.9,"Archer Aviation (ACHR) has a coherent, well-known business model in eVTOL, a sensible market capitalization, active trading, and sufficient fundamental context for LLM analysis despite its speculative nature.",3.75e-05,19.726705083157867
2023-08-01,IONQ,2,0.8135071352618218,quantum,-0.20949263502454984,accept,0.9,"IONQ has a coherent business model in quantum computing, a sensible market capitalization, active trading, and sufficient fundamental context for LLM analysis.",3.75e-05,3.6621963751967996
2023-08-01,UPST,3,0.7869050642026477,ai,-0.4994852184144727,accept,0.9,"Upstart has a well-known AI-driven business model, sensible market capitalization, active trading, and ample fundamental data for LLM analysis.",3.75e-05,3.4865982078481466
2023-08-01,SITM,4,0.778354565848866,quantum,0.07504321860757512,accept,0.9,"SiTime (SITM) is an established company with a clear business model, sensible market capitalization, active trading, and ample fundamental context, making it suitable for deep LLM analysis.",3.75e-05,2.8601583749987185
2023-08-01,AI,5,0.7662620205636788,ai,-0.17557060446450967,accept,0.85,"C3.ai has a coherent and well-known business model, sensible market capitalization, active trading, and extensive fundamental context suitable for deep LLM analysis.",3.75e-05,5.541865332983434
2023-08-02,IONQ,1,0.8219559005209597,quantum,-0.22416621104428647,accept,0.9,"IONQ is a well-established quantum computing company with sufficient market cap, trading history, and fundamental context for LLM analysis.",3.75e-05,3.8101190419401973
2023-08-02,AEIS,2,0.7810019523189211,semis,-0.07275099910284644,accept,0.9,"Advanced Energy Industries (AEIS) is a well-established semiconductor equipment supplier with a sensible market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,4.956691290950403
2023-08-02,VECO,3,0.764968962081652,"quantum,semis",0.05303292894280753,accept,0.95,"VECO is a well-established semiconductor equipment company with a sensible market cap, active trading, and ample fundamental context, making it tractable for deep LLM analysis.",3.75e-05,4.224147457862273
2023-08-02,SITM,4,0.7609073665570546,quantum,0.006146059291395556,accept,0.9,"SiTime is a well-established semiconductor company with a sensible market capitalization and active trading, providing ample fundamental context for LLM analysis.",3.75e-05,3.4787882089149207
2023-08-02,UPST,5,0.7527063834522179,ai,-0.5301275472804574,reject,0.9,"Upstart (UPST) is heavily shorted with a contentious business thesis regarding its AI lending model's performance in varying economic conditions, making it better deferred from a standard momentum pipeline.",3.75e-05,4.268083249917254
2023-08-03,SITM,1,0.9389927989810778,quantum,-0.028132992327365658,accept,0.95,"SiTime (SITM) is a well-established semiconductor company with a sensible market cap, active trading, and ample fundamental context, making it suitable for deep LLM analysis.",3.75e-05,4.798760041827336
2023-08-03,MTSI,2,0.8354579544374984,semis,-0.002682043717312399,accept,0.9,"The ticker is associated with the well-known semiconductor industry and exhibits strong momentum, suggesting a coherent business, sensible size, and active trading with available fundamental context.",3.75e-05,4.567574916174635
2023-08-03,INSM,3,0.8127308328803823,biotech,0.020009095043201475,accept,0.9,"INSM is a biotech company with recent momentum, indicating an active, established business likely within a sensible size range and with available fundamental context.",3.75e-05,4.09469729103148
2023-08-03,VECO,4,0.7493044906910026,"quantum,semis",0.062367115520907124,accept,0.95,"VECO is a well-established semiconductor equipment company with a suitable market capitalization and active trading, providing ample fundamental context for LLM analysis.",3.75e-05,3.7741124171297997
2023-08-03,AEIS,5,0.7383997341616522,semis,-0.009211691762621821,accept,0.9,"Advanced Energy Industries (AEIS) is a well-established semiconductor equipment supplier with a sensible market capitalization and active trading, providing ample fundamental context for LLM analysis.",3.75e-05,4.9200512079987675
2023-08-04,KTOS,1,0.895409675372664,ai,-0.03892215568862267,accept,0.9,"Kratos Defense & Security Solutions is an established defense contractor with a sensible market cap, active trading, and ample fundamental context suitable for LLM analysis.",3.75e-05,3.4916525001171976
2023-08-04,AOSL,2,0.8451476322773445,quantum,-0.020895522388059806,accept,0.9,"AOSL is an established semiconductor company with a coherent business model, sensible market capitalization, active trading, and readily available fundamental data suitable for deep LLM analysis.",3.75e-05,5.564065457787365
2023-08-04,UPST,3,0.7911187934851409,ai,-0.329998075812969,accept,0.9,"Upstart (UPST) has a well-known AI-driven lending business model, a sensible market capitalization, active trading, and ample fundamental context for deep LLM analysis.",3.75e-05,3.2166487912181765
2023-08-04,SITM,4,0.783491216595491,quantum,-0.04783861671469747,accept,0.9,"SiTime Corporation (SITM) is a well-established semiconductor company with a sensible market cap, active trading, and ample fundamental context, making it tractable for deep LLM analysis.",3.75e-05,3.570305250119418
2023-08-04,IONQ,5,0.7734525691901126,quantum,-0.0449293966623876,accept,0.9,"IONQ has a clear business model in quantum computing, a suitable market capitalization, active trading, and sufficient public information for LLM analysis.",3.75e-05,26.43279933393933
2023-08-07,KTOS,1,0.9100709153913709,ai,-0.10942956926658898,accept,0.95,"KTOS is an established defense contractor with a clear business model, appropriate market capitalization, active trading, and ample fundamental context for LLM analysis.",3.75e-05,3.5993201250676066
2023-08-07,MTSI,2,0.8574974357017211,semis,0.008968609865470878,accept,0.9,"MTSI, as a semiconductor company with strong momentum metrics, likely possesses a well-defined business model and sufficient trading activity and fundamental context for deep LLM analysis.",3.75e-05,4.5502590839751065
2023-08-07,SITM,3,0.7973714367924036,quantum,-0.05824240636980238,accept,0.9,"SiTime (SITM) is an established semiconductor company with a coherent business model, appropriate market capitalization, and sufficient trading activity and fundamental context for deep LLM analysis.",3.75e-05,4.706482624867931
